data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1991,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-6,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1991,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2000,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,3,7,20, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2000,1,2014,1,2017,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2001,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,4,-6, , , ,3,1, ,1,1,0,1,0,0,1,0,1, , , , ,1,2001,1,2001,0, ,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,2001,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,4,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2001,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1996,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-1,9,19, , ,1,2,1,2,1,1,1,0,0,1,1,0, , , , ,1,1996,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1980,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-17,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1980,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2002,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,5,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2002,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1975,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-22,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1975,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2007,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,10,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2007,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1995,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-2,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1995,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1987,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-10,-7,3, , ,1,2,2,2,1,1,1,0,0,0,1,0, , , , ,1,1987,1,2000,1,2000,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1995,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-2,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1995,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,16, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2010,1,2010,1,2013,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1970,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-27,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1970,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2013,1,2013,1,2013,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2001,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,4,9,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2001,1,2016,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2015,1,2016,1,2016,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1989,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-8,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1989,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2005,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,8,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2005,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,16, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2012,1,2013,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1980,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-17,4,14, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1980,1,2011,1,2011,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1995,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-2,-12,10, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1995,1,1995,1,2007,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1995,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-2,8,18, , ,2,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1995,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1990,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-7,-17,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1990,1,1990,1,2012,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2008,1,2008,1,2008,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1980,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-17,-7,18, , ,1,2,1,2,1,1,1,0,0,0,1,0, , , , ,1,1980,1,2000,1,2015,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1980,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-17,3,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1980,1,2010,1,2016,25
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1980,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-17,8,18, , ,1,2,1,1,1,1,1,0,0,0,1,1, , , , ,1,1980,1,2015,1,2015,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),1990,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-7,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1990,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2013,1,2013,1,2013,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Temple Pump (Mandir Pump),2005,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,8,-2,19, , ,2,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2005,1,2005,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,18, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Gangasagar,, ,920,920, ,Phe 6 Handpump,1975,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-22,-32,20, , ,1,2,1,2,1,1,1,0,0,0,1,0, , , , ,1,1975,1,1975,1,2017,25
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,9,18, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2015,1,2016,1,2015,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1992,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-5,9,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1992,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1987,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-10,9,19, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,1987,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Phe 6 Handpump,2006,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,9,7,17, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2006,1,2014,1,2014,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,19, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2012,1,2012,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,0,0,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,3,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4, , , ,1,1, ,1,1,0,0,0,0,0,1,1, , , , ,1,2011,1,2011,0, ,25
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Tara Direct Action Pump,2009,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,12,2,19, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2009,1,2009,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1985,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-12,8,20, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1985,1,2015,1,2017,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1996,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-1,8,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1996,1,2015,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Phe 6 Handpump,1987,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-10,9,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1987,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1986,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-11,6,19, , ,1,1,1,2,1,1,0,0,0,1,1,0, , , , ,1,1986,1,2013,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),1993,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-4,9,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1993,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),2004,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,7,-3,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2004,1,2004,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Mahisamari,, ,835,835, ,Temple Pump (Mandir Pump),2017,Low Risk,Low Risk,Basic Level of Service,Medium Priority,3,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10, , , ,1,1, ,2,1,0,0,0,0,1,1,0, , , , ,1,2017,1,2017,0, ,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Temple Pump (Mandir Pump),2005,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,8,7,17, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2005,1,2014,1,2014,49
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Temple Pump (Mandir Pump),1985,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-12,9,19, , ,1,2,1,2,1,1,0,0,0,1,1,0, , , , ,1,1985,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Temple Pump (Mandir Pump),1975,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-22,7, , , ,1,1, ,1,1,0,0,0,0,1,1,1, , , , ,1,1975,1,2014,0, ,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2010,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,2,1,1,1,0,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Phe 6 Handpump,2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,2,1,1,1,0,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Phe 6 Handpump,1965,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-32,7,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1965,1,2014,1,2016,25
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Phe 6 Handpump,1996,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-1,7,17, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,1996,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,1
